experiment,label,principals,buckets,actions,triples,assertions,elapsed_ms,status
triples,P1_B1_A1,1,1,1,1,8,1031,ok
triples,P2_B1_A1,2,1,1,2,16,1664,ok
triples,P2_B2_A1,2,2,1,4,32,3045,ok
triples,P2_B2_A2,2,2,2,8,64,6718,ok
triples,P3_B2_A2,3,2,2,12,96,11593,ok
triples,P3_B3_A2,3,3,2,18,144,22173,ok
triples,P4_B3_A2,4,3,2,24,192,62238,ok
triples,P4_B4_A2,4,4,2,32,256,82722,ok
triples,P4_B4_A3,4,4,3,48,384,133223,ok
triples,P4_B4_A4,4,4,4,64,512,191194,ok
